,question,answer,response,mapping,response_answer,equations
105," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",40.0,"The florist started with c0 roses. After selling c1, she had c0 - c1 roses left. 
roses_left = c0 - c1

After picking c2 more, she had roses_left + c2 roses. 
total_roses = roses_left + c2

The answer is total_roses.","{'c0': 37.0, 'c1': 16.0, 'c2': 19.0}",40.0,"['roses_left =  c0 - c1', 'total_roses =  roses_left + c2', 'answer = total_roses']"
106," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",20.0,"The teacher originally had c0 worksheets to grade. After grading c1, she had c0 - c1 left to grade. 
worksheets_left = c0 - c1

But then c2 more were turned in, so she now has worksheets_left + c2 to grade. 
total_worksheets = worksheets_left + c2

The answer is total_worksheets.","{'c0': 6.0, 'c1': 4.0, 'c2': 18.0}",20.0,"['worksheets_left =  c0 - c1', 'total_worksheets =  worksheets_left + c2', 'answer = total_worksheets']"
107," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",10.0,"The book store started with c0 books. After selling c1 books, they had c0 - c1 books left. 
books_left = c0 - c1

Then they added c2 more books, so the total number of books in the bin is books_left + c2. 
total_books = books_left + c2

The answer is total_books.","{'c0': 41.0, 'c1': 33.0, 'c2': 2.0}",10.0,"['books_left =  c0 - c1', 'total_books =  books_left + c2', 'answer = total_books']"
108," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",41.0,"The waiter started with c0 customers. After c1 left, he had c0 - c1 customers. 
customers_left = c0 - c1

After getting c2 more customers, he had customers_left + c2 customers. 
total_customers = customers_left + c2

The answer is total_customers.","{'c0': 19.0, 'c1': 14.0, 'c2': 36.0}",41.0,"['customers_left =  c0 - c1', 'total_customers =  customers_left + c2', 'answer = total_customers']"
109," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",6.0,"There were originally c0 people in line. c1 left, so there are c0 - c1 people left in line. 
people_left = c0 - c1

Then c2 more people got in line, so the total number of people in line is people_left + c2. 
total_people = people_left + c2

The answer is total_people.","{'c0': 9.0, 'c1': 6.0, 'c2': 3.0}",6.0,"['people_left =  c0 - c1', 'total_people =  people_left + c2', 'answer = total_people']"
110," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",51.0,"The teacher originally had c0 worksheets to grade. After grading c1, she had c0 - c1 left to grade. 
worksheets_left = c0 - c1

But then c2 more were turned in, so she now has worksheets_left + c2 to grade. 
total_worksheets = worksheets_left + c2

The answer is total_worksheets.","{'c0': 7.0, 'c1': 2.0, 'c2': 46.0}",51.0,"['worksheets_left =  c0 - c1', 'total_worksheets =  worksheets_left + c2', 'answer = total_worksheets']"
111," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",33.0,"Paige started with c0 songs. After deleting c1 old songs, she had c0 - c1 songs left. 
songs_left = c0 - c1

After adding c2 new songs, she had songs_left + c2 songs. 
total_songs = songs_left + c2

The answer is total_songs.","{'c0': 8.0, 'c1': 5.0, 'c2': 30.0}",33.0,"['songs_left =  c0 - c1', 'total_songs =  songs_left + c2', 'answer = total_songs']"
112," Maria picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",52.0,"Maria started with c0 carrots. After throwing out c1, she had c0 - c1 carrots left. 
carrots_left = c0 - c1

After picking c2 more, she had carrots_left + c2 carrots. 
total_carrots = carrots_left + c2

The answer is total_carrots.","{'c0': 48.0, 'c1': 11.0, 'c2': 15.0}",52.0,"['carrots_left =  c0 - c1', 'total_carrots =  carrots_left + c2', 'answer = total_carrots']"
113, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,27.0,"The store started with c0 oranges. They threw away c1 old ones and put c2 new ones in the bin. So the total number of oranges in the bin now is c0 - c1 + c2.
total_oranges = c0 - c1 + c2

The answer is total_oranges.","{'c0': 34.0, 'c1': 20.0, 'c2': 13.0}",27.0,"['total_oranges =  c0 - c1 + c2', 'answer = total_oranges']"
114," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",26.0,"The waiter started with c0 customers. After c1 left, he had c0 - c1 customers. 
customers_left = c0 - c1

After getting c2 more customers, he had customers_left + c2 customers. 
total_customers = customers_left + c2

The answer is total_customers.","{'c0': 47.0, 'c1': 41.0, 'c2': 20.0}",26.0,"['customers_left =  c0 - c1', 'total_customers =  customers_left + c2', 'answer = total_customers']"
115, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,29.0,"At the start of the year, there were c0 students. After c1 left, there were c0 - c1 students remaining. 
students_remaining = c0 - c1

After c2 new students came, there were students_remaining + c2 students in fourth grade at the end of the year. 
students_end = students_remaining + c2

The answer is students_end.","{'c0': 33.0, 'c1': 18.0, 'c2': 14.0}",29.0,"['students_remaining =  c0 - c1', 'students_end =  students_remaining + c2', 'answer = students_end']"
116," For the school bake sale Katie made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",26.0,"Katie started with c0 cupcakes. After selling c1, she had c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1

After making c2 more, she had cupcakes_left + c2 cupcakes. 
total_cupcakes = cupcakes_left + c2

The answer is total_cupcakes.","{'c0': 26.0, 'c1': 20.0, 'c2': 20.0}",26.0,"['cupcakes_left =  c0 - c1', 'total_cupcakes =  cupcakes_left + c2', 'answer = total_cupcakes']"
117," Adam had c0 dollars. At the store he spent $c1 on a new game. If he got another c2 dollars for his allowance, how much money does he have now? ",8.0,"Adam started with c0 dollars. He spent c1 dollars on a new game. Then he got c2 dollars for his allowance. 
His total money now is c0 - c1 + c2 dollars. 
total_money = c0 - c1 + c2

The answer is total_money.","{'c0': 5.0, 'c1': 2.0, 'c2': 5.0}",8.0,"['total_money =  c0 - c1 + c2', 'answer = total_money']"
118," Tiffany was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",56.0,"Tiffany started with c0 lives. After losing c1 lives, she had c0 - c1 lives. 
lives_remaining = c0 - c1

After getting c2 more lives, she would have lives_remaining + c2 lives. 
total_lives = lives_remaining + c2

The answer is total_lives.","{'c0': 43.0, 'c1': 14.0, 'c2': 27.0}",56.0,"['lives_remaining =  c0 - c1', 'total_lives =  lives_remaining + c2', 'answer = total_lives']"
119," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",17.0,"There were originally c0 people in line. c1 left, so there are c0 - c1 people left in line. 
people_left = c0 - c1

Then c2 more people got in line, so the total number of people in line is people_left + c2. 
total_people = people_left + c2

The answer is total_people.","{'c0': 12.0, 'c1': 10.0, 'c2': 15.0}",17.0,"['people_left =  c0 - c1', 'total_people =  people_left + c2', 'answer = total_people']"
120," A waiter had c0 customers to wait on. If c1 customers left and he got another c2 customers, how many customers would he have? ",50.0,"The waiter started with c0 customers. After c1 left, he had c0 - c1 customers. 
customers_left = c0 - c1

After getting c2 more customers, he had customers_left + c2 customers. 
total_customers = customers_left + c2

The answer is total_customers.","{'c0': 14.0, 'c1': 3.0, 'c2': 39.0}",50.0,"['customers_left =  c0 - c1', 'total_customers =  customers_left + c2', 'answer = total_customers']"
121," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",25.0,"There were originally c0 people in line. c1 left, so there are c0 - c1 people left in line. 
people_left = c0 - c1

Then c2 more people got in line, so the total number of people in line is people_left + c2. 
total_people = people_left + c2

The answer is total_people.","{'c0': 30.0, 'c1': 10.0, 'c2': 5.0}",25.0,"['people_left =  c0 - c1', 'total_people =  people_left + c2', 'answer = total_people']"
122," Faye had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",79.0,"Faye started with c0 coloring books. After giving away c1, she had c0 - c1 left. 
coloring_books_left = c0 - c1

After buying c2 more, she had coloring_books_left + c2 coloring books. 
total_coloring_books = coloring_books_left + c2

The answer is total_coloring_books.","{'c0': 34.0, 'c1': 3.0, 'c2': 48.0}",79.0,"['coloring_books_left =  c0 - c1', 'total_coloring_books =  coloring_books_left + c2', 'answer = total_coloring_books']"
123," Paige had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",10.0,"Paige started with c0 songs. After deleting c1 old songs, she had c0 - c1 songs left. 
songs_left = c0 - c1

After adding c2 new songs, she had songs_left + c2 songs. 
total_songs = songs_left + c2

The answer is total_songs.","{'c0': 11.0, 'c1': 9.0, 'c2': 8.0}",10.0,"['songs_left =  c0 - c1', 'total_songs =  songs_left + c2', 'answer = total_songs']"
124," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",49.0,"The teacher originally had c0 worksheets to grade. After grading c1, she had c0 - c1 left to grade. 
worksheets_left = c0 - c1

But then c2 more were turned in, so she now has worksheets_left + c2 to grade. 
total_worksheets = worksheets_left + c2

The answer is total_worksheets.","{'c0': 38.0, 'c1': 4.0, 'c2': 15.0}",49.0,"['worksheets_left =  c0 - c1', 'total_worksheets =  worksheets_left + c2', 'answer = total_worksheets']"
125, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,52.0,"At the start of the year, there were c0 students. After c1 left, there were c0 - c1 students remaining. 
students_remaining = c0 - c1

After c2 new students came, there were students_remaining + c2 students in fourth grade at the end of the year. 
students_end = students_remaining + c2

The answer is students_end.","{'c0': 40.0, 'c1': 14.0, 'c2': 26.0}",52.0,"['students_remaining =  c0 - c1', 'students_end =  students_remaining + c2', 'answer = students_end']"
126," Wendy was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",74.0,"Wendy started with c0 lives. After losing c1 lives, she had c0 - c1 lives. 
lives_after_loss = c0 - c1

After getting c2 more lives, she would have lives_after_loss + c2 lives. 
total_lives = lives_after_loss + c2

The answer is total_lives.","{'c0': 43.0, 'c1': 8.0, 'c2': 39.0}",74.0,"['lives_after_loss =  c0 - c1', 'total_lives =  lives_after_loss + c2', 'answer = total_lives']"
127," A book store had c0 books in the bargin bin. If they sold c1 books, but then put c2 more in the bin, how many books would be in the bin? ",11.0,"The book store started with c0 books. After selling c1 books, they had c0 - c1 books left. 
books_left = c0 - c1

Then they added c2 more books, so the total number of books in the bin is books_left + c2. 
total_books = books_left + c2

The answer is total_books.","{'c0': 4.0, 'c1': 3.0, 'c2': 10.0}",11.0,"['books_left =  c0 - c1', 'total_books =  books_left + c2', 'answer = total_books']"
128," At the arcade Cody won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",30.0,"Cody started with c0 tickets. He spent c1 tickets on a beanie, so he had c0 - c1 tickets left. 
tickets_left = c0 - c1

After winning c2 more tickets, he had tickets_left + c2 tickets. 
total_tickets = tickets_left + c2

The answer is total_tickets.","{'c0': 49.0, 'c1': 25.0, 'c2': 6.0}",30.0,"['tickets_left =  c0 - c1', 'total_tickets =  tickets_left + c2', 'answer = total_tickets']"
129," For the school bake sale Bianca made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",25.0,"Bianca started with c0 cupcakes. After selling c1, she had c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1

After making c2 more, she had cupcakes_left + c2 cupcakes. 
total_cupcakes = cupcakes_left + c2

The answer is total_cupcakes.","{'c0': 14.0, 'c1': 6.0, 'c2': 17.0}",25.0,"['cupcakes_left =  c0 - c1', 'total_cupcakes =  cupcakes_left + c2', 'answer = total_cupcakes']"
130," Bianca had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",59.0,"Bianca started with c0 coloring books. After giving away c1, she had c0 - c1 left. 
coloring_books_left = c0 - c1

After buying c2 more, she had coloring_books_left + c2 coloring books. 
total_coloring_books = coloring_books_left + c2

The answer is total_coloring_books.","{'c0': 45.0, 'c1': 6.0, 'c2': 20.0}",59.0,"['coloring_books_left =  c0 - c1', 'total_coloring_books =  coloring_books_left + c2', 'answer = total_coloring_books']"
131," Zoe had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",57.0,"Zoe started with c0 songs. After deleting c1 old songs, she had c0 - c1 songs left. 
songs_left = c0 - c1

After adding c2 new songs, she had songs_left + c2 songs. 
total_songs = songs_left + c2

The answer is total_songs.","{'c0': 15.0, 'c1': 8.0, 'c2': 50.0}",57.0,"['songs_left =  c0 - c1', 'total_songs =  songs_left + c2', 'answer = total_songs']"
132," At the arcade Jerry won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",49.0,"Jerry started with c0 tickets. He spent c1 tickets on a beanie, so he had c0 - c1 tickets left. 
tickets_left = c0 - c1

After winning c2 more tickets, he had tickets_left + c2 tickets. 
total_tickets = tickets_left + c2

The answer is total_tickets.","{'c0': 4.0, 'c1': 2.0, 'c2': 47.0}",49.0,"['tickets_left =  c0 - c1', 'total_tickets =  tickets_left + c2', 'answer = total_tickets']"
133, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,60.0,"The store started with c0 oranges. They threw away c1 old ones and put c2 new ones in the bin. So the total number of oranges in the bin now is c0 - c1 + c2.
total_oranges = c0 - c1 + c2

The answer is total_oranges.","{'c0': 31.0, 'c1': 9.0, 'c2': 38.0}",60.0,"['total_oranges =  c0 - c1 + c2', 'answer = total_oranges']"
134," Adam had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Adam have? ",45.0,"Adam started with c0 books. After selling c1, he had c0 - c1 books left. 

He used the money he earned from selling the books to buy c2 new books. 

So in total, Adam has c0 - c1 + c2 books. 
total_books = c0 - c1 + c2

The answer is total_books.","{'c0': 33.0, 'c1': 11.0, 'c2': 23.0}",45.0,"['total_books =  c0 - c1 + c2', 'answer = total_books']"
135," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",10.0,"There were originally c0 people in line. c1 left, so there are c0 - c1 people left in line. 
people_left = c0 - c1

Then c2 more people got in line, so the total number of people in line is people_left + c2. 
total_people = people_left + c2

The answer is total_people.","{'c0': 10.0, 'c1': 2.0, 'c2': 2.0}",10.0,"['people_left =  c0 - c1', 'total_people =  people_left + c2', 'answer = total_people']"
136," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",46.0,"The cafeteria started with c0 apples. After using c1 for lunch, they had c0 - c1 apples left. 
apples_left = c0 - c1

Then they bought c2 more apples, so they had apples_left + c2 apples in total. 
total_apples = apples_left + c2

The answer is total_apples.","{'c0': 38.0, 'c1': 20.0, 'c2': 28.0}",46.0,"['apples_left =  c0 - c1', 'total_apples =  apples_left + c2', 'answer = total_apples']"
137," George had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",60.0,"George started with c0 socks. After throwing away c1, he had c0 - c1 socks left. 
socks_left = c0 - c1

After buying c2 new socks, he had socks_left + c2 socks. 
total_socks = socks_left + c2

The answer is total_socks.","{'c0': 28.0, 'c1': 4.0, 'c2': 36.0}",60.0,"['socks_left =  c0 - c1', 'total_socks =  socks_left + c2', 'answer = total_socks']"
138, For Halloween Robin scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Robin have now? ,37.0,"Robin started with c0 pieces of candy. After eating c1 pieces, she had c0 - c1 pieces left. 
candy_left = c0 - c1

After her sister gave her c2 more pieces, she had candy_left + c2 pieces. 
total_candy = candy_left + c2

The answer is total_candy.","{'c0': 23.0, 'c1': 7.0, 'c2': 21.0}",37.0,"['candy_left =  c0 - c1', 'total_candy =  candy_left + c2', 'answer = total_candy']"
139," Rachel was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",32.0,"Rachel started with c0 lives. After losing c1 lives, she had c0 - c1 lives. 
lives_after_loss = c0 - c1

After getting c2 more lives, she would have lives_after_loss + c2 lives. 
total_lives = lives_after_loss + c2

The answer is total_lives.","{'c0': 10.0, 'c1': 4.0, 'c2': 26.0}",32.0,"['lives_after_loss =  c0 - c1', 'total_lives =  lives_after_loss + c2', 'answer = total_lives']"
140," A florist had c0 roses. If she sold c1 of them and then later picked c2 more, how many roses would she have? ",13.0,"The florist started with c0 roses. After selling c1, she had c0 - c1 roses left. 
roses_left = c0 - c1

After picking c2 more, she had roses_left + c2 roses. 
total_roses = roses_left + c2

The answer is total_roses.","{'c0': 6.0, 'c1': 5.0, 'c2': 12.0}",13.0,"['roses_left =  c0 - c1', 'total_roses =  roses_left + c2', 'answer = total_roses']"
141, For Halloween Haley scored c0 pieces of candy. She ate c1 pieces the first night and then her sister gave her c2 more pieces. How many pieces of candy does Haley have now? ,35.0,"Haley started with c0 pieces of candy. After eating c1 pieces, she had c0 - c1 pieces left. 
candy_left = c0 - c1

Then her sister gave her c2 more pieces, so she now has candy_left + c2 pieces. 
total_candy = candy_left + c2

The answer is total_candy.","{'c0': 33.0, 'c1': 17.0, 'c2': 19.0}",35.0,"['candy_left =  c0 - c1', 'total_candy =  candy_left + c2', 'answer = total_candy']"
142," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",50.0,"The cafeteria started with c0 apples. After using c1 for lunch, they had c0 - c1 apples left. 
apples_left = c0 - c1

Then they bought c2 more apples, so they had apples_left + c2 apples in total. 
total_apples = apples_left + c2

The answer is total_apples.","{'c0': 14.0, 'c1': 13.0, 'c2': 49.0}",50.0,"['apples_left =  c0 - c1', 'total_apples =  apples_left + c2', 'answer = total_apples']"
143," Edward had c0 books. If he sold c1 of them and used the money he earned to buy c2 new books, how many books would Edward have? ",38.0,"Edward started with c0 books. After selling c1, he had c0 - c1 books left. 
books_left = c0 - c1

With the money he earned, he bought c2 new books. So he now has books_left + c2 books. 
total_books = books_left + c2

The answer is total_books.","{'c0': 43.0, 'c1': 19.0, 'c2': 14.0}",38.0,"['books_left =  c0 - c1', 'total_books =  books_left + c2', 'answer = total_books']"
144," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",33.0,"The teacher originally had c0 worksheets to grade. After grading c1, she had c0 - c1 left to grade. 
worksheets_left = c0 - c1

But then c2 more were turned in, so she now has worksheets_left + c2 to grade. 
total_worksheets = worksheets_left + c2

The answer is total_worksheets.","{'c0': 29.0, 'c1': 25.0, 'c2': 29.0}",33.0,"['worksheets_left =  c0 - c1', 'total_worksheets =  worksheets_left + c2', 'answer = total_worksheets']"
145, In fourth grade there were c0 students at the start of the year. During the year c1 students left and c2 new students came to school. How many students were in fourth grade at the end? ,35.0,"At the start of the year, there were c0 students. After c1 left, there were c0 - c1 students remaining. 
students_remaining = c0 - c1

After c2 new students came, there were students_remaining + c2 students in fourth grade at the end of the year. 
students_end = students_remaining + c2

The answer is students_end.","{'c0': 35.0, 'c1': 10.0, 'c2': 10.0}",35.0,"['students_remaining =  c0 - c1', 'students_end =  students_remaining + c2', 'answer = students_end']"
146," For the school bake sale Carol made c0 cupcakes. If she sold c1 of them and then made c2 more, how many cupcakes would she have? ",40.0,"Carol started with c0 cupcakes. After selling c1, she had c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1

After making c2 more, she had cupcakes_left + c2 cupcakes. 
total_cupcakes = cupcakes_left + c2

The answer is total_cupcakes.","{'c0': 19.0, 'c1': 6.0, 'c2': 27.0}",40.0,"['cupcakes_left =  c0 - c1', 'total_cupcakes =  cupcakes_left + c2', 'answer = total_cupcakes']"
147, A store had c0 oranges in a bin. If they threw away c1 of the old ones and put c2 new ones in the bin how many would be in the bin? ,10.0,"The store started with c0 oranges. They threw away c1 old ones and put c2 new ones in the bin. So the total number of oranges in the bin now is c0 - c1 + c2.
total_oranges = c0 - c1 + c2

The answer is total_oranges.","{'c0': 40.0, 'c1': 37.0, 'c2': 7.0}",10.0,"['total_oranges =  c0 - c1 + c2', 'answer = total_oranges']"
148," At the arcade Victor won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",58.0,"Victor started with c0 tickets. He spent c1 tickets on a beanie, so he had c0 - c1 tickets left. 
tickets_left = c0 - c1

After winning c2 more tickets, he had tickets_left + c2 tickets. 
total_tickets = tickets_left + c2

The answer is total_tickets.","{'c0': 46.0, 'c1': 27.0, 'c2': 39.0}",58.0,"['tickets_left =  c0 - c1', 'total_tickets =  tickets_left + c2', 'answer = total_tickets']"
149," Chloe picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",45.0,"Chloe started with c0 carrots. After throwing out c1, she had c0 - c1 carrots left. 
carrots_left = c0 - c1

After picking c2 more, she had carrots_left + c2 carrots. 
total_carrots = carrots_left + c2

The answer is total_carrots.","{'c0': 48.0, 'c1': 45.0, 'c2': 42.0}",45.0,"['carrots_left =  c0 - c1', 'total_carrots =  carrots_left + c2', 'answer = total_carrots']"
150," Sam had c0 socks. If he threw away c1 old ones that didn't fit and bought c2 new ones, how many socks would he have? ",43.0,"Sam started with c0 socks. After throwing away c1, he had c0 - c1 socks left. 
remaining_socks = c0 - c1

After buying c2 new socks, he had remaining_socks + c2 socks. 
total_socks = remaining_socks + c2

The answer is total_socks.","{'c0': 10.0, 'c1': 3.0, 'c2': 36.0}",43.0,"['remaining_socks =  c0 - c1', 'total_socks =  remaining_socks + c2', 'answer = total_socks']"
151," Maria had c0 bottles of water in her fridge. If she drank c1 of them and then bought c2 more, how many bottles would she have? ",51.0,"Maria started with c0 bottles of water. After drinking c1, she had c0 - c1 bottles left. 
bottles_left = c0 - c1

After buying c2 more, she had bottles_left + c2 bottles. 
total_bottles = bottles_left + c2

The answer is total_bottles.","{'c0': 14.0, 'c1': 8.0, 'c2': 45.0}",51.0,"['bottles_left =  c0 - c1', 'total_bottles =  bottles_left + c2', 'answer = total_bottles']"
152," A teacher had c0 worksheets to grade. If she graded c1, but then another c2 were turned in, how many worksheets would she have to grade? ",63.0,"The teacher originally had c0 worksheets to grade. After grading c1, she had c0 - c1 left to grade. 
worksheets_left = c0 - c1

But then c2 more were turned in, so she now has worksheets_left + c2 to grade. 
total_worksheets = worksheets_left + c2

The answer is total_worksheets.","{'c0': 34.0, 'c1': 7.0, 'c2': 36.0}",63.0,"['worksheets_left =  c0 - c1', 'total_worksheets =  worksheets_left + c2', 'answer = total_worksheets']"
153," At the fair there were c0 people in line for the bumper cars. If c1 of them got tired of waiting and left and c2 more got in line, how many people would be in line? ",11.0,"There were originally c0 people in line. c1 left, so there are c0 - c1 people left in line. 
people_left = c0 - c1

Then c2 more people got in line, so the total number of people in line is people_left + c2. 
total_people = people_left + c2

The answer is total_people.","{'c0': 7.0, 'c1': 4.0, 'c2': 8.0}",11.0,"['people_left =  c0 - c1', 'total_people =  people_left + c2', 'answer = total_people']"
154," Emily had c0 coloring books. If she gave away c1 of them, but then bought c2 more, how many would she have total? ",19.0,"Emily started with c0 coloring books. After giving away c1, she had c0 - c1 left. 
coloring_books_left = c0 - c1

After buying c2 more, she had coloring_books_left + c2 coloring books. 
total_coloring_books = coloring_books_left + c2

The answer is total_coloring_books.","{'c0': 7.0, 'c1': 2.0, 'c2': 14.0}",19.0,"['coloring_books_left =  c0 - c1', 'total_coloring_books =  coloring_books_left + c2', 'answer = total_coloring_books']"
155," At the arcade Dave won c0 tickets. If he spent c1 tickets on a beanie and later won c2 more tickets, how many would he have? ",18.0,"Dave started with c0 tickets. He spent c1 tickets on a beanie, so he had c0 - c1 tickets left. 
tickets_left = c0 - c1

After winning c2 more tickets, he had tickets_left + c2 tickets. 
total_tickets = tickets_left + c2

The answer is total_tickets.","{'c0': 25.0, 'c1': 22.0, 'c2': 15.0}",18.0,"['tickets_left =  c0 - c1', 'total_tickets =  tickets_left + c2', 'answer = total_tickets']"
156," Robin had c0 songs on her mp3 player. If she deleted c1 old songs from it and then added c2 new songs, how many songs does she have on her mp3 player? ",32.0,"Robin started with c0 songs. After deleting c1 old songs, she had c0 - c1 songs left. 
songs_left = c0 - c1

After adding c2 new songs, she had songs_left + c2 songs. 
total_songs = songs_left + c2

The answer is total_songs.","{'c0': 30.0, 'c1': 8.0, 'c2': 10.0}",32.0,"['songs_left =  c0 - c1', 'total_songs =  songs_left + c2', 'answer = total_songs']"
157," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",9.0,"The cafeteria started with c0 apples. After using c1 for lunch, they had c0 - c1 apples left. 
apples_left = c0 - c1

Then they bought c2 more apples, so they had apples_left + c2 apples in total. 
total_apples = apples_left + c2

The answer is total_apples.","{'c0': 23.0, 'c1': 20.0, 'c2': 6.0}",9.0,"['apples_left =  c0 - c1', 'total_apples =  apples_left + c2', 'answer = total_apples']"
158," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",54.0,"Janet started with c0 lives. After losing c1 lives, she had c0 - c1 lives. 
lives_after_loss = c0 - c1

After getting c2 more lives, she would have lives_after_loss + c2 lives. 
total_lives = lives_after_loss + c2

The answer is total_lives.","{'c0': 38.0, 'c1': 16.0, 'c2': 32.0}",54.0,"['lives_after_loss =  c0 - c1', 'total_lives =  lives_after_loss + c2', 'answer = total_lives']"
159," Megan picked c0 carrots from her garden. If she threw out c1 of them and then picked c2 more the next day, how many carrots would she have total? ",61.0,"Megan started with c0 carrots. After throwing out c1, she had c0 - c1 carrots left. 
carrots_left = c0 - c1

The next day, she picked c2 more carrots. So she now has carrots_left + c2 carrots. 
total_carrots = carrots_left + c2

The answer is total_carrots.","{'c0': 19.0, 'c1': 4.0, 'c2': 46.0}",61.0,"['carrots_left =  c0 - c1', 'total_carrots =  carrots_left + c2', 'answer = total_carrots']"
160," Roger had c0 dollars in January. By March he had spent c1 dollars. If he got another c2 dollars from his mom, how much money would he have? ",71.0,"Roger started with c0 dollars. By March, he had c1 dollars left. 
money_left = c0 - c1

If he got c2 dollars from his mom, he would have money_left + c2 dollars. 
total_money = money_left + c2

The answer is total_money.","{'c0': 45.0, 'c1': 20.0, 'c2': 46.0}",71.0,"['money_left =  c0 - c1', 'total_money =  money_left + c2', 'answer = total_money']"
161," The school cafeteria had c0 apples. If they used c1 to make lunch for the students and then bought c2 more, how many apples would they have? ",38.0,"The cafeteria started with c0 apples. After using c1 for lunch, they had c0 - c1 apples left. 
apples_left = c0 - c1

Then they bought c2 more apples, so they had apples_left + c2 apples in total. 
total_apples = apples_left + c2

The answer is total_apples.","{'c0': 17.0, 'c1': 2.0, 'c2': 23.0}",38.0,"['apples_left =  c0 - c1', 'total_apples =  apples_left + c2', 'answer = total_apples']"
162," Janet was playing a video game and had c0 lives. In a hard part of the game she lost c1 lives. If she got c2 more lives in the next level, how many lives would she have? ",70.0,"Janet started with c0 lives. After losing c1 lives, she had c0 - c1 lives. 
lives_after_loss = c0 - c1

After getting c2 more lives, she would have lives_after_loss + c2 lives. 
total_lives = lives_after_loss + c2

The answer is total_lives.","{'c0': 47.0, 'c1': 23.0, 'c2': 46.0}",70.0,"['lives_after_loss =  c0 - c1', 'total_lives =  lives_after_loss + c2', 'answer = total_lives']"
